"FLEX_VALUE";"DESCRIPTION";"FLEX_VALUE||'00'";"DESCRIPTION_1";
"101100";"CAPITAL SOUSCRIT NON APPELE";"10110000";"CAPITAL SOUSCRIT NON APPELE";
"101300";"CAPITAL SOUSCRIT APPELE VERSE";"10130000";"CAPITAL SOUSCRIT APPELE VERSE";
"104100";"PRIMES EMISSIONS";"10410000";"PRIMES EMISSIONS";
"104200";"PRIMES DE FUSIONS";"10420000";"PRIMES DE FUSIONS";
"104300";"PRIMES D'APPORT";"10430000";"PRIMES D'APPORT";
"104400";"PRIMES CONVERSION OBLIGATION";"10440000";"PRIMES CONVERSION OBLIGATION";
"104500";"BON DE SOUSCRIPTION D'ACTIONS";"10450000";"BON DE SOUSCRIPTION D'ACTIONS";
"106110";"RESERVE LEGALE";"10611000";"RESERVE LEGALE";
"106400";"RESERVE REGLEMENTEE";"10640000";"RESERVE REGLEMENTEE";
"106410";"RESERVE REGLEMENTEE PVLT";"10641000";"RESERVE REGLEMENTEE PVLT";
"106800";"RESERVE FACULTATIVES";"10680000";"RESERVE FACULTATIVES";
"106880";"AUTRES RESERVES";"10688000";"AUTRES RESERVES";
"109000";"ACTIONN. CAP SOUSC NON APPELE";"10900000";"ACTIONN. CAP SOUSC NON APPELE";
"110000";"REP A NOUVEAU CREDITEUR";"11000000";"REP A NOUVEAU CREDITEUR";
"119000";"REP A NOUVEAU DEBITEUR";"11900000";"REP A NOUVEAU DEBITEUR";
"120000";"RESULTAT EXERCICE (BENEF.)";"12000000";"RESULTAT EXERCICE (BENEF.)";
"129000";"RESULTAT DE L'EXERCICE (PERTE)";"12900000";"RESULTAT DE L'EXERCICE (PERTE)";
"142400";"PROV INVESTISST /PARTICIPATION";"14240000";"PROV INVESTISST /PARTICIPATION";
"145000";"AMORTISSEMENTS DEROGATOIRES";"14500000";"AMORTISSEMENTS DEROGATOIRES";
"151100";"PROV. LITIGE PERSONNEL";"15110000";"PROV. LITIGE PERSONNEL";
"151200";"PROVISION POUR RISQUE CLIENTS";"15120000";"PROVISION POUR RISQUE CLIENTS";
"151300";"PROVISION PERTE A TERMINAISON";"15130000";"PROVISION PERTE A TERMINAISON";
"151500";"PROVISION PERTES DE CHANGE";"15150000";"PROVISION PERTES DE CHANGE";
"151800";"PROV. AUTRES LITIGES & RISQUES";"15180000";"PROV. AUTRES LITIGES & RISQUES";
"153100";"PROVISION RETRAITES";"15310000";"PROVISION RETRAITES";
"155000";"PROVISION IMPOTS";"15500000";"PROVISION IMPOTS";
"161000";"EMPRUNT OBLIGATAIRE CONVERTIBL";"16100000";"EMPRUNT OBLIGATAIRE CONVERTIBL";
"164000";"EMPRUNT";"16400000";"EMPRUNT";
"165100";"DEPOTS ET CAUTIONNEMENTS RECUS";"16510000";"DEPOTS ET CAUTIONNEMENTS RECUS";
"165500";"Caution reçue ITN / Filhet Allard";"16550000";"Caution reçue ITN / Filhet Allard";
"166000";"PARTICIPATION DES SALARIES";"16600000";"PARTICIPATION DES SALARIES";
"167000";"EMPRUNT-AVANCES CONDITIONNEES";"16700000";"EMPRUNT-AVANCES CONDITIONNEES";
"167400";"AVANCES CONDITIONNEES";"16740000";"AVANCES CONDITIONNEES";
"168100";"AUTRES EMPRUNTS";"16810000";"AUTRES EMPRUNTS";
"168800";"INTERETS COURUS SUR EMPRUNTS";"16880000";"INTERETS COURUS SUR EMPRUNTS";
"168830";"INTERETS COURUS/EMPT OBLIGAT";"16883000";"INTERETS COURUS/EMPT OBLIGAT";
"168860";"INTERETS COURUS SUR PARTICIPATION DES SALARIES";"16886000";"INTERETS COURUS SUR PARTICIPATION DES SALARIES";
"171100";"DETTE GFI INFO";"17110000";"DETTE GFI INFO";
"171101";"EMPRUNT GFI INFO (ITN)";"17110100";"EMPRUNT GFI INFO (ITN)";
"171102";"DETTE GFI PROGICIELS/BUSINESS DOCUMENT";"17110200";"DETTE GFI PROGICIELS/BUSINESS DOCUMENT";
"171103";"DETTE GFI PROGICIELS / Société Financière Ordirope";"17110300";"DETTE GFI PROGICIELS / Société Financière Ordirope";
"171104";"DETTE SIS";"17110400";"DETTE SIS";
"171142";"DETTE GFI NB BELGIUM";"17114200";"DETTE GFI NB BELGIUM";
"171144";"DETTE GFI PSF (Luxembourg)";"17114400";"DETTE GFI PSF (Luxembourg)";
"171400";"DETTE FINANCIERE SINORG";"17140000";"DETTE FINANCIERE SINORG";
"171410";"DETTE GFI PROGICIELS";"17141000";"DETTE GFI PROGICIELS";
"171507";"DETTES BWM SPRL (BELGIQUE)";"17150700";"DETTES BWM SPRL (BELGIQUE)";
"171508";"DETTE GFI NV";"17150800";"DETTE GFI NV";
"171511";"DETTE REAL DOLMEN NV";"17151100";"DETTE REAL DOLMEN NV";
"171515";"DETTE EMD BELGIQUE";"17151500";"DETTE EMD BELGIQUE";
"171661";"DETTE GFI CONSULTING";"17166100";"DETTE GFI CONSULTING";
"171702";"DETTES SOMAFOR C.I.";"17170200";"DETTES SOMAFOR C.I.";
"171890";"DETTE GFI INTERNATIONAL (SUISSE)";"17189000";"DETTE GFI INTERNATIONAL (SUISSE)";
"171900";"DETTE ARCITEL (MADRID)";"17190000";"DETTE ARCITEL (MADRID)";
"171943";"DETTE GFI INFORMATIK (ALL)";"17194300";"DETTE GFI INFORMATIK (ALL)";
"171966";"DETTE COMPUQUALI (PORTUGAL)";"17196600";"DETTE COMPUQUALI (PORTUGAL)";
"171973";"DETTE ROFF (SUEDE)";"17197300";"DETTE ROFF (SUEDE)";
"181000";"COMPTE DE LIAISON INTER COMPENSATION AP AR";"18100000";"COMPTE DE LIAISON INTER COMPENSATION AP AR";
"201100";"FRAIS DE CONSTITUTION";"20110000";"FRAIS DE CONSTITUTION";
"201200";"FRAIS D'ETABLISSEMENT";"20120000";"FRAIS D'ETABLISSEMENT";
"201300";"FRAIS AUGMENTATION CAPITAL";"20130000";"FRAIS AUGMENTATION CAPITAL";
"203100";"RECHERCHE & DEVELOPPEMENT";"20310000";"RECHERCHE & DEVELOPPEMENT";
"205100";"LOGICIELS ACQUIS";"20510000";"LOGICIELS ACQUIS";
"205200";"LOGICIELS CREES";"20520000";"LOGICIELS CREES";
"205300";"MARQUES";"20530000";"MARQUES";
"207000";"FONDS COMMERCIAL";"20700000";"FONDS COMMERCIAL";
"211000";"TERRAINS";"21100000";"TERRAINS";
"213100";"IMMEUBLES";"21310000";"IMMEUBLES";
"213500";"AMENAGEMENT CONSTRUCTION";"21350000";"AMENAGEMENT CONSTRUCTION";
"215410";"MAT INFORMATIQUE INDUSTRIEL";"21541000";"MAT INFORMATIQUE INDUSTRIEL";
"215420";"MATERIEL DE COMMUNICATION";"21542000";"MATERIEL DE COMMUNICATION";
"215700";"AGENCT & AMENAGT DU MATERIEL";"21570000";"AGENCT & AMENAGT DU MATERIEL";
"218100";"AGENCEMENTS INSTALLATIONS";"21810000";"AGENCEMENTS INSTALLATIONS";
"218200";"MATERIEL DE TRANSPORT";"21820000";"MATERIEL DE TRANSPORT";
"218300";"MATERIEL DE BUREAU";"21830000";"MATERIEL DE BUREAU";
"218310";"MATERIEL MICRO INFORMATIQUE";"21831000";"MATERIEL MICRO INFORMATIQUE";
"218400";"MOBILIER";"21840000";"MOBILIER";
"218800";"AUTRES IMMOS CORPORELLES";"21880000";"AUTRES IMMOS CORPORELLES";
"231000";"IMMOBILISATIONS CORP EN COURS";"23100000";"IMMOBILISATIONS CORP EN COURS";
"232000";"IMMOBILISATIONS INCOR EN COURS";"23200000";"IMMOBILISATIONS INCOR EN COURS";
"232500";"Immobilisations incorporelles en-cours (R&D)";"23250000";"Immobilisations incorporelles en-cours (R&D)";
"233000";"AUTRES IMMOBILISATIONS INCORPORELLES";"23300000";"AUTRES IMMOBILISATIONS INCORPORELLES";
"261000";"TITRES HORS GROUPE";"26100000";"TITRES HORS GROUPE";
"261001";"TITRES ALTEAM";"26100100";"TITRES ALTEAM";
"261002";"TITRES INFORMAT&STATIST(10%)";"26100200";"TITRES INFORMAT&STATIST(10%)";
"261004";"TITRES NORD SUD INFORMATIQUE BENIN";"26100400";"TITRES NORD SUD INFORMATIQUE BENIN";
"261006";"TITRES SIMAC/SCET TUNISIE";"26100600";"TITRES SIMAC/SCET TUNISIE";
"261100";"TITRES GFI INFORMATIQUE";"26110000";"TITRES GFI INFORMATIQUE";
"261135";"TITRES GFI ELIOS";"26113500";"TITRES GFI ELIOS";
"261140";"TITRES GFI BENELUX";"26114000";"TITRES GFI BENELUX";
"261142";"TITRES GFI NEW BUSINESS BELG.";"26114200";"TITRES GFI NEW BUSINESS BELG.";
"261143";"TITRES NETHERLANDS CONSULTING";"26114300";"TITRES NETHERLANDS CONSULTING";
"261144";"TITRES ARES LUXEMBOURG";"26114400";"TITRES ARES LUXEMBOURG";
"261145";"Titres de participation Gfi Infrastructure Services PSF SA";"26114500";"Titres de participation Gfi Infrastructure Services PSF SA";
"261300";"TITRES GFI CHRONO-TIME";"26130000";"TITRES GFI CHRONO-TIME";
"261301";"TITRES SCBF";"26130100";"TITRES SCBF";
"261303";"TITRES GIFI 1";"26130300";"TITRES GIFI 1";
"261304";"TITRES GIFI 2";"26130400";"TITRES GIFI 2";
"261313";"TITRES IBERIXI Espagne";"26131300";"TITRES IBERIXI Espagne";
"261317";"TITRES IXI CANADA";"26131700";"TITRES IXI CANADA";
"261400";"TITRES FINANCIERE SINORG";"26140000";"TITRES FINANCIERE SINORG";
"261401";"TITRES GIFI 3";"26140100";"TITRES GIFI 3";
"261402";"TITRES GIFI 4";"26140200";"TITRES GIFI 4";
"261403";"TITRES GFI BUS";"26140300";"TITRES GFI BUS";
"261404";"TITRES DE PARTICIPATION GFI7";"26140400";"TITRES DE PARTICIPATION GFI7";
"261405";"TITRES DE PARTICIPATION GFI8";"26140500";"TITRES DE PARTICIPATION GFI8";
"261406";"TITRES DE PARTICIPATION GFI9";"26140600";"TITRES DE PARTICIPATION GFI9";
"261409";"TITRES DE PARTICIPATION SIS";"26140900";"TITRES DE PARTICIPATION SIS";
"261410";"TITRES GFI PROGICIELS";"26141000";"TITRES GFI PROGICIELS";
"261411";"TITRES ADIX";"26141100";"TITRES ADIX";
"261412";"TITRES GEOSPHERE";"26141200";"TITRES GEOSPHERE";
"261413";"TITRES COGNITIS GROUP";"26141300";"TITRES COGNITIS GROUP";
"261414";"TITRES COGNITIS FRANCE";"26141400";"TITRES COGNITIS FRANCE";
"261415";"TITRES ADDSTONES";"26141500";"TITRES ADDSTONES";
"261416";"TITRES VANILLA UK CONSULTING LTD";"26141600";"TITRES VANILLA UK CONSULTING LTD";
"261417";"TITRES COGNITIS SYSTEMS INC";"26141700";"TITRES COGNITIS SYSTEMS INC";
"261418";"TITRES GFI BUSINESS TRANSFORMATION";"26141800";"TITRES GFI BUSINESS TRANSFORMATION";
"261419";"TITRES ADDSTONES";"26141900";"TITRES ADDSTONES";
"261420";"TITRES SL PROCRESS";"26142000";"TITRES SL PROCRESS";
"261421";"TITRES AWAK'IT";"26142100";"TITRES AWAK'IT";
"261422";"TITRES TIKAWA";"26142200";"TITRES TIKAWA";
"261424";"TITRES AIRIAL";"26142400";"TITRES AIRIAL";
"261425";"TITRES ITN";"26142500";"TITRES ITN";
"261426";"TITRES DACRYDIUM";"26142600";"TITRES DACRYDIUM";
"261427";"TITRES IT";"26142700";"TITRES IT";
"261435";"TITRES FINANCIERE ORDIROPE";"26143500";"TITRES FINANCIERE ORDIROPE";
"261436";"TITRES TAHIS CONSULTING";"26143600";"TITRES TAHIS CONSULTING";
"261437";"TITRES BUSINESS DOCUMENT";"26143700";"TITRES BUSINESS DOCUMENT";
"261438";"TITRES DE PARTICIPATION NOVULYS";"26143800";"TITRES DE PARTICIPATION NOVULYS";
"261439";"TITRES  DE PARTICIPATION METAWARE";"26143900";"TITRES  DE PARTICIPATION METAWARE";
"261440";"TITRES GIE ANIS";"26144000";"TITRES GIE ANIS";
"261441";"TITRES GARSYS";"26144100";"TITRES GARSYS";
"261470";"TITRES NEMAUSIC";"26147000";"TITRES NEMAUSIC";
"261471";"TITRES SCI VIA DOMITIA";"26147100";"TITRES SCI VIA DOMITIA";
"261500";"TITRES GFI GROUPE IP";"26150000";"TITRES GFI GROUPE IP";
"261501";"TITRES GFI IP";"26150100";"TITRES GFI IP";
"261504";"TITRES INFORMATIQUE ENTREPRISE SOLUTIONS";"26150400";"TITRES INFORMATIQUE ENTREPRISE SOLUTIONS";
"261505";"TITRES GFI CONSEIL ET INTEGRATION DE SOLUTIONS";"26150500";"TITRES GFI CONSEIL ET INTEGRATION DE SOLUTIONS";
"261507";"TITRES BWM SPRL";"26150700";"TITRES BWM SPRL";
"261508";"TITRES ADELIOR BENELUX";"26150800";"TITRES ADELIOR BENELUX";
"261509";"TITRES ALGORIEL";"26150900";"TITRES ALGORIEL";
"261511";"TITRES REALDOLMEN";"26151100";"TITRES REALDOLMEN";
"261517";"TITRES A2PC";"26151700";"TITRES A2PC";
"261520";"TITRES GROUPE BTD";"26152000";"TITRES GROUPE BTD";
"261521";"TITRES ALLIANCE INGENIERIE";"26152100";"TITRES ALLIANCE INGENIERIE";
"261523";"TITRES BTD CONSULTING";"26152300";"TITRES BTD CONSULTING";
"261524";"TITRES ELLITE";"26152400";"TITRES ELLITE";
"261526";"TITRES BBS ONE";"26152600";"TITRES BBS ONE";
"261580";"TITRES SNCI";"26158000";"TITRES SNCI";
"261661";"TITRES GFI CONSULTING";"26166100";"TITRES GFI CONSULTING";
"261662";"TITRES BRAND NEW DAY CONSULTING";"26166200";"TITRES BRAND NEW DAY CONSULTING";
"261663";"TITRES INFOGEN SYSTEMS";"26166300";"TITRES INFOGEN SYSTEMS";
"261664";"TITRES GFI INFOGEN";"26166400";"TITRES GFI INFOGEN";
"261665";"TITRES GFI MONETIC";"26166500";"TITRES GFI MONETIC";
"261667";"TITRES SRM GFI";"26166700";"TITRES SRM GFI";
"261668";"TITRES OPTIMEUS";"26166800";"TITRES OPTIMEUS";
"261669";"TITRES ANTAE";"26166900";"TITRES ANTAE";
"261701";"TITRES SOMAFOR France";"26170100";"TITRES SOMAFOR France";
"261702";"TITRES SOMAFOR RCI";"26170200";"TITRES SOMAFOR RCI";
"261750";"TITRES INFORMAT. ET SERVICES";"26175000";"TITRES INFORMAT. ET SERVICES";
"261800";"TITRES GIFIMO";"26180000";"TITRES GIFIMO";
"261801";"TITRES IMPAQ Sp Zoo";"26180100";"TITRES IMPAQ Sp Zoo";
"261803";"TITRES IMPAQ UK";"26180300";"TITRES IMPAQ UK";
"261890";"TITRES GFI INTERNATIONAL SA SUISSE";"26189000";"TITRES GFI INTERNATIONAL SA SUISSE";
"261930";"TITRES GARSYS TUNISIE";"26193000";"TITRES GARSYS TUNISIE";
"261956";"TITRES BULL PORTUGAL";"26195600";"TITRES BULL PORTUGAL";
"261966";"TITRES GFI PORTUGAL";"26196600";"TITRES GFI PORTUGAL";
"261970";"TITRES THETA SISTEMI Italie";"26197000";"TITRES THETA SISTEMI Italie";
"261980";"TITRES GFI CANADA";"26198000";"TITRES GFI CANADA";
"261981";"TITRES GFI ITALIA (EX OIS)";"26198100";"TITRES GFI ITALIA (EX OIS)";
"261985";"TITRES GFI GROUPO CORPORATIVO MADRID";"26198500";"TITRES GFI GROUPO CORPORATIVO MADRID";
"261987";"TITRES VALUE PASS";"26198700";"TITRES VALUE PASS";
"261989";"TITRES HOLDING GFI MAROC";"26198900";"TITRES HOLDING GFI MAROC";
"261997";"TITRES METAWARE SERVICES (Maroc)";"26199700";"TITRES METAWARE SERVICES (Maroc)";
"261998";"TITRES GFI MAROC OFFSHORE";"26199800";"TITRES GFI MAROC OFFSHORE";
"261999";"DESACTIVE";"26199900";"DESACTIVE";
"266941";"APP N CAP G INFO GMBH Allemagne";"26694100";"APP N CAP G INFO GMBH Allemagne";
"266981";"APP N CAP G ITALIA";"26698100";"APP N CAP G ITALIA";
"267100";"CREANCE GFI INFO";"26710000";"CREANCE GFI INFO";
"267140";"CREANCE GFI BENELUX";"26714000";"CREANCE GFI BENELUX";
"267143";"CREANCE CONSULTING NETHERLAND PAYS BAS";"26714300";"CREANCE CONSULTING NETHERLAND PAYS BAS";
"267145";"CREANCE GFI PSF SA";"26714500";"CREANCE GFI PSF SA";
"267210";"CREANCE GFI LEVANTE";"26721000";"CREANCE GFI LEVANTE";
"267313";"créances rattachées Bdoc US";"26731300";"créances rattachées Bdoc US";
"267317";"Créance Roff France";"26731700";"Créance Roff France";
"267410";"CREANCE GFI PROGICIEL";"26741000";"CREANCE GFI PROGICIEL";
"267411";"CREANCE GFI PROGICIELS (ITN)";"26741100";"CREANCE GFI PROGICIELS (ITN)";
"267412";"CREANCE GFI PROGICIELS/BUSINESS DOCUMENT";"26741200";"CREANCE GFI PROGICIELS/BUSINESS DOCUMENT";
"267413";"CREANCE GFI PROGICIELS / STE FINANCIERE ORDIROPE";"26741300";"CREANCE GFI PROGICIELS / STE FINANCIERE ORDIROPE";
"267415";"CREANCE ADDSTONES";"26741500";"CREANCE ADDSTONES";
"267507";"CREANCE BWM SPRL (BELGIQUE)";"26750700";"CREANCE BWM SPRL (BELGIQUE)";
"267508";"CREANCE ADELIOR BENELUX";"26750800";"CREANCE ADELIOR BENELUX";
"267661";"CREANCE GFI CONSULTING";"26766100";"CREANCE GFI CONSULTING";
"267700";"DIVIDENDES A RECEVOIR";"26770000";"DIVIDENDES A RECEVOIR";
"267702";"Créance Somafor Côte d'Ivoire";"26770200";"Créance Somafor Côte d'Ivoire";
"267801";"IMPAQ SPOLKA ZOO";"26780100";"IMPAQ SPOLKA ZOO";
"267803";"C/C IMPAQ UK";"26780300";"C/C IMPAQ UK";
"267811";"CREANCE GFI AUSTRIA";"26781100";"CREANCE GFI AUSTRIA";
"267889";"CREANCE GENESIS";"26788900";"CREANCE GENESIS";
"267890";"CREANCE GFI INT'L (SUISSE)";"26789000";"CREANCE GFI INT'L (SUISSE)";
"267891";"CREANCE IMPAQ AG (SUISSE)";"26789100";"CREANCE IMPAQ AG (SUISSE)";
"267930";"CREANCE GFI TUNISIE";"26793000";"CREANCE GFI TUNISIE";
"267936";"CREANCE AST (MADRID)";"26793600";"CREANCE AST (MADRID)";
"267941";"CREANCE GFI INFO GMBH";"26794100";"CREANCE GFI INFO GMBH";
"267943";"CREANCE GFI INFORMATIK (ALL)";"26794300";"CREANCE GFI INFORMATIK (ALL)";
"267955";"CREANCE NETUAL (PORTUGAL)";"26795500";"CREANCE NETUAL (PORTUGAL)";
"267956";"CREANCE BULL PORTUGUESA";"26795600";"CREANCE BULL PORTUGUESA";
"267965";"CREANCE ROFF Portugal";"26796500";"CREANCE ROFF Portugal";
"267966";"CREANCE COMPUQUALI";"26796600";"CREANCE COMPUQUALI";
"267969";"CREANCE GFI MAROC";"26796900";"CREANCE GFI MAROC";
"267980";"CREANCE GFI CANADA";"26798000";"CREANCE GFI CANADA";
"267981";"CREANCE GFI ITALIA / OIS";"26798100";"CREANCE GFI ITALIA / OIS";
"267985";"CREANCEGROUPO CORPORAT (MADRID)";"26798500";"CREANCEGROUPO CORPORAT (MADRID)";
"267987";"CREANCE VALUE PASS (987)";"26798700";"CREANCE VALUE PASS (987)";
"267992";"C/C Gfi Informatique Middle East Software House LLC";"26799200";"C/C Gfi Informatique Middle East Software House LLC";
"267997";"CREANCE METAWARE SERVICES MAROC";"26799700";"CREANCE METAWARE SERVICES MAROC";
"267998";"CREANCE GFI MAROC OFFSHORE";"26799800";"CREANCE GFI MAROC OFFSHORE";
"274100";"AVANCES A GFI INFORMATIQUE";"27410000";"AVANCES A GFI INFORMATIQUE";
"274400";"PRETS AU PERSONNEL";"27440000";"PRETS AU PERSONNEL";
"274800";"PRETS A LA CONSTRUCTION";"27480000";"PRETS A LA CONSTRUCTION";
"275100";"DEPOTS & CAUTIONNEMENTS VERSES";"27510000";"DEPOTS & CAUTIONNEMENTS VERSES";
"275401";"COMPTE DE GARANTIE EUROFACTOR CRCAM";"27540100";"COMPTE DE GARANTIE EUROFACTOR CRCAM";
"276100";"CREANCES CICE RETENUES";"27610000";"CREANCES CICE RETENUES";
"276200";"CREANCE CIR RETENUE";"27620000";"CREANCE CIR RETENUE";
"280100";"AMORT FRAIS CONSTITUTION";"28010000";"AMORT FRAIS CONSTITUTION";
"280120";"AMORT FRAIS ETABLISSEMENTS";"28012000";"AMORT FRAIS ETABLISSEMENTS";
"280130";"AMORT FRAIS AUGMENTATION CAPIT";"28013000";"AMORT FRAIS AUGMENTATION CAPIT";
"280300";"AMORT RECHERCHE & DEVELOPPT";"28030000";"AMORT RECHERCHE & DEVELOPPT";
"280510";"AMORT LOGICIELS";"28051000";"AMORT LOGICIELS";
"280520";"AMORT LOGICIELS CREES";"28052000";"AMORT LOGICIELS CREES";
"280530";"AMORT MARQUES";"28053000";"AMORT MARQUES";
"280700";"AMORTISSEM FONDS COMMERCIAL";"28070000";"AMORTISSEM FONDS COMMERCIAL";
"281300";"AMORTISSEMENTS IMMEUBLE";"28130000";"AMORTISSEMENTS IMMEUBLE";
"281350";"AMORT CONSTRUCTION";"28135000";"AMORT CONSTRUCTION";
"281541";"AMORT MAT INFORMAT INDUSTRIEL";"28154100";"AMORT MAT INFORMAT INDUSTRIEL";
"281542";"AMORT DU MATERIEL DE COMMUNIC.";"28154200";"AMORT DU MATERIEL DE COMMUNIC.";
"281570";"AMORT AGENCT MATERIEL";"28157000";"AMORT AGENCT MATERIEL";
"281810";"AMORT AGENC & INSTALLATIONS";"28181000";"AMORT AGENC & INSTALLATIONS";
"281820";"AMORT MATERIEL TRANSPORT";"28182000";"AMORT MATERIEL TRANSPORT";
"281830";"AMORT MATERIEL BUREAU";"28183000";"AMORT MATERIEL BUREAU";
"281831";"AMORT MICRO INFORMATIQUE";"28183100";"AMORT MICRO INFORMATIQUE";
"281840";"AMORT MOBILIER";"28184000";"AMORT MOBILIER";
"290500";"PROV DEPREC LOGICIELS";"29050000";"PROV DEPREC LOGICIELS";
"290700";"PROV DEP DES FDS COMMERCE";"29070000";"PROV DEP DES FDS COMMERCE";
"291000";"PROV DEP IMMOS CORPS";"29100000";"PROV DEP IMMOS CORPS";
"296100";"PROV DEP TITRES PARTICIPATION";"29610000";"PROV DEP TITRES PARTICIPATION";
"296700";"PROV DEPR.CREANCES RATT.PARTICIP.";"29670000";"PROV DEPR.CREANCES RATT.PARTICIP.";
"296893";"PROV /C CALLEO GERMANY";"29689300";"PROV /C CALLEO GERMANY";
"296970";"PROV TITRES THETA";"29697000";"PROV TITRES THETA";
"297500";"PROV DEP DEPOTS";"29750000";"PROV DEP DEPOTS";
"297510";"PROV DEP DEPOT ET CAUTIONNEMENT";"29751000";"PROV DEP DEPOT ET CAUTIONNEMENT";
"311000";"MATIERES PREMIERES FOURNITURES";"31100000";"MATIERES PREMIERES FOURNITURES";
"331100";"STOCK PRODUCT BIENS";"33110000";"STOCK PRODUCT BIENS";
"370000";"STOCK DE MARCHANDISES";"37000000";"STOCK DE MARCHANDISES";
"371100";"MATERIEL INFORMATIQUE";"37110000";"MATERIEL INFORMATIQUE";
"372100";"LICENCES INFORMATIQUES";"37210000";"LICENCES INFORMATIQUES";
"391100";"PROV DEP MATIERE PREMIERE";"39110000";"PROV DEP MATIERE PREMIERE";
"393100";"PROV DEPREC PRODUCT BIENS";"39310000";"PROV DEPREC PRODUCT BIENS";
"397000";"PROV DEP MARCHANDISES";"39700000";"PROV DEP MARCHANDISES";
"397100";"PROV DEP MATERIEL INFORMATIQUE";"39710000";"PROV DEP MATERIEL INFORMATIQUE";
"401100";"FOURNISSEURS BIENS & SERVICE";"40110000";"FOURNISSEURS BIENS & SERVICE";
"401110";"FOURNISSEURS GROUPE";"40111000";"FOURNISSEURS GROUPE";
"401150";"FOURNISSEURS EXPORTS";"40115000";"FOURNISSEURS EXPORTS";
"401151";"FOURNISSEURS EXO ALGERIE";"40115100";"FOURNISSEURS EXO ALGERIE";
"401200";"Fournisseurs Apports";"40120000";"Fournisseurs Apports";
"401900";"FOURNISSEURS ECARTS DE CONVERSION";"40190000";"FOURNISSEURS ECARTS DE CONVERSION";
"401999";"FOURNISSEURS ECARTS DE CONVERSION";"40199900";"FOURNISSEURS ECARTS DE CONVERSION";
"402000";"DETTES D'EXPLOITATION DIVERSES";"40200000";"DETTES D'EXPLOITATION DIVERSES";
"404100";"FOURNISSEURS IMMOBILISATION";"40410000";"FOURNISSEURS IMMOBILISATION";
"408100";"FACTURE NON PARVENUE MODULE PO";"40810000";"FACTURE NON PARVENUE MODULE PO";
"408101";"FACTURE NON PARVENUE INTRAGROUPE";"40810100";"FACTURE NON PARVENUE INTRAGROUPE";
"408150";"FACTURE NON PARVENUE HORS MODULE";"40815000";"FACTURE NON PARVENUE HORS MODULE";
"408200";"FACTURE NON PARVENUE - SUIVI DES FRANCHISES DE LOYER";"40820000";"FACTURE NON PARVENUE - SUIVI DES FRANCHISES DE LOYER";
"408400";"FOURNISSEUR FACTURE NON PARVENUE D IMMOBILISATION";"40840000";"FOURNISSEUR FACTURE NON PARVENUE D IMMOBILISATION";
"409100";"AVANCES FOURNISSEURS";"40910000";"AVANCES FOURNISSEURS";
"409700";"AVOIR A RECEVOIR";"40970000";"AVOIR A RECEVOIR";
"409701";"AVOIR A RECEVOIR INTRA-GROUPE";"40970100";"AVOIR A RECEVOIR INTRA-GROUPE";
"411060";"CLIENT ORANGE/CGA/OTE";"41106000";"CLIENT ORANGE/CGA/OTE";
"411070";"CLIENTS FACTOR";"41107000";"CLIENTS FACTOR";
"411073";"CLIENT FACTOR BNP BUS";"41107300";"CLIENT FACTOR BNP BUS";
"411074";"CLIENT FACTOR TUP COGNITIS";"41107400";"CLIENT FACTOR TUP COGNITIS";
"411075";"CLIENT FACTOR TUP GFI IP";"41107500";"CLIENT FACTOR TUP GFI IP";
"41108(";"CONTREPARTIE CLIENTS FACTOR TUP GFI IP";"41108(00";"CONTREPARTIE CLIENTS FACTOR TUP GFI IP";
"411080";"CONTREPARTIE CLIENTS FACTOR";"41108000";"CONTREPARTIE CLIENTS FACTOR";
"411083";"CONTREPARTIE CLIENTS FACTOR BUS";"41108300";"CONTREPARTIE CLIENTS FACTOR BUS";
"411084";"CONTREPARTIE CLIENTS FACTOR TUP COGNITIS";"41108400";"CONTREPARTIE CLIENTS FACTOR TUP COGNITIS";
"411085";"CONTREPARTIE CLIENTS FACTOR TUP GFI IP";"41108500";"CONTREPARTIE CLIENTS FACTOR TUP GFI IP";
"411090";"CLIENTS EUROFACTOR - 1";"41109000";"CLIENTS EUROFACTOR - 1";
"411110";"CLIENTS HORS FACTOR";"41111000";"CLIENTS HORS FACTOR";
"411120";"CLIENTS REPRISE THALES";"41112000";"CLIENTS REPRISE THALES";
"411140";"CLIENTS GROUPE";"41114000";"CLIENTS GROUPE";
"411150";"CLIENTS EXPORT";"41115000";"CLIENTS EXPORT";
"411151";"CLIENTS EXO ALGERIE";"41115100";"CLIENTS EXO ALGERIE";
"411200";"Clients Apports";"41120000";"Clients Apports";
"411900";"CLIENTS ECARTS DE CONVERSION";"41190000";"CLIENTS ECARTS DE CONVERSION";
"411999";"CLIENTS ECARTS DE CONVERSION";"41199900";"CLIENTS ECARTS DE CONVERSION";
"413001";"EFFETS A RECEVOIR JANVIER";"41300100";"EFFETS A RECEVOIR JANVIER";
"413002";"EFFETS A RECEVOIR FEVRIER";"41300200";"EFFETS A RECEVOIR FEVRIER";
"413003";"EFFETS A RECEVOIR MARS";"41300300";"EFFETS A RECEVOIR MARS";
"413004";"EFFETS A RECEVOIR AVRIL";"41300400";"EFFETS A RECEVOIR AVRIL";
"413005";"EFFETS A RECEVOIR MAI";"41300500";"EFFETS A RECEVOIR MAI";
